loan_id,account_id,date,amount,duration,payments,status,DATE EDITED,,STATUS EDIT
7277,11231,971024,89280,12,7440,A,24-10-2021,,Contract Finished
6696,8321,940509,89040,60,1484,C,09-05-2018,,Running Contract
7115,10351,970304,88704,48,1848,C,04-03-2021,,Running Contract
5585,2988,980708,88608,12,7384,C,08-07-2022,,Running Contract
4996,132,961106,88440,12,7370,A,06-11-2020,,Contract Finished
6763,8772,970619,88272,48,1839,C,19-06-2021,,Running Contract
6969,9673,980912,88200,36,2450,C,12-09-2022,,Running Contract
6687,8261,930913,87840,24,3660,A,13-09-2017,,Contract Finished
5882,4427,940926,87816,12,7318,A,26-09-2018,,Contract Finished
5933,4631,971213,87528,24,3647,C,13-12-2021,,Running Contract
6279,6273,940607,87360,24,3640,A,07-06-2018,,Contract Finished
6278,6265,970610,87360,24,3640,C,10-06-2021,,Running Contract
6210,5927,940606,87216,48,1817,B,06-06-2018,,Loan Not Paid
5138,854,950530,87216,48,1817,C,30-05-2019,,Running Contract
7119,10361,970602,86880,12,7240,A,02-06-2021,,Contract Finished
6876,9236,931221,86616,12,7218,A,21-12-2017,,Contract Finished
6921,9422,961029,86184,12,7182,A,29-10-2020,,Contract Finished
5366,2062,961029,86184,12,7182,A,29-10-2020,,Contract Finished
5893,4467,980803,86184,36,2394,C,03-08-2022,,Running Contract
6726,8492,950903,85860,60,1431,C,03-09-2019,,Running Contract
6751,8680,960714,85716,36,2381,C,14-07-2020,,Running Contract
6283,6289,960811,85632,48,1784,C,11-08-2020,,Running Contract
5784,3967,970329,84600,36,2350,D,29-03-2021,,Client in debt
5790,4033,970320,84288,48,1756,C,20-03-2021,,Running Contract
5061,440,980313,84288,48,1756,C,13-03-2022,,Running Contract
6613,7926,960922,84120,24,3505,A,22-09-2020,,Contract Finished
6922,9424,970826,83628,36,2323,C,26-08-2021,,Running Contract
5367,2064,970826,83628,36,2323,C,26-08-2021,,Running Contract
6875,9235,970313,83280,48,1735,C,13-03-2021,,Running Contract
6150,5622,941102,83016,12,6918,A,02-11-2018,,Contract Finished
5595,3050,940902,82896,12,6908,A,02-09-2018,,Contract Finished
6868,9208,981012,82128,24,3422,C,12-10-2022,,Running Contract
5906,4533,980505,81144,36,2254,C,05-05-2022,,Running Contract
4959,2,940105,80952,24,3373,A,05-01-2018,,Contract Finished
6499,7401,940105,80952,24,3373,A,05-01-2018,,Contract Finished
6678,8173,940520,80340,12,6695,A,20-05-2018,,Contract Finished
6294,6353,950212,79920,60,1332,C,12-02-2019,,Running Contract
6059,5196,971228,79824,12,6652,A,28-12-2021,,Contract Finished
5836,4259,940827,79632,24,3318,A,27-08-2018,,Contract Finished
6077,5270,931122,79608,24,3317,A,22-11-2017,,Contract Finished
6605,7890,971014,79344,48,1653,C,14-10-2021,,Running Contract
5285,1603,940206,78936,12,6578,A,06-02-2018,,Contract Finished
6215,5944,980618,78720,48,1640,C,18-06-2022,,Running Contract
6113,5445,971001,78696,36,2186,C,01-10-2021,,Running Contract
5389,2165,970822,78600,24,3275,C,22-08-2021,,Running Contract
7051,10068,970728,77808,12,6484,A,28-07-2021,,Contract Finished
6642,8027,940605,77640,12,6470,A,05-06-2018,,Contract Finished
6574,7745,971220,77544,36,2154,C,20-12-2021,,Running Contract
5635,3230,961004,77184,36,2144,C,04-10-2020,,Running Contract
6322,6510,970506,76992,24,3208,C,06-05-2021,,Running Contract
5117,718,970820,76944,12,6412,A,20-08-2021,,Contract Finished
6316,6473,940526,76908,12,6409,B,26-05-2018,,Loan Not Paid
6737,8564,950311,76680,24,3195,A,11-03-2019,,Contract Finished
6960,9640,950111,76416,24,3184,A,11-01-2019,,Contract Finished
5739,3747,950102,76380,12,6365,A,02-01-2019,,Contract Finished
6790,8919,980608,76104,24,3171,C,08-06-2022,,Running Contract
5992,4863,970318,76080,12,6340,A,18-03-2021,,Contract Finished
7097,10266,931223,75624,24,3151,B,23-12-2017,,Loan Not Paid
5760,3862,980918,74916,36,2081,C,18-09-2022,,Running Contract
5214,1270,970701,74772,36,2077,C,01-07-2021,,Running Contract
6668,8129,940730,74736,36,2076,A,30-07-2018,,Contract Finished
6729,8519,940811,74688,12,6224,A,11-08-2018,,Contract Finished
6766,8784,980428,74352,24,3098,C,28-04-2022,,Running Contract
6461,7136,960919,74124,36,2059,C,19-09-2020,,Running Contract
5878,4415,970401,74040,12,6170,A,01-04-2021,,Contract Finished
5880,4423,951031,73836,36,2051,A,31-10-2019,,Contract Finished
6490,7262,970210,73260,60,1221,C,10-02-2021,,Running Contract
5125,789,951123,73056,48,1522,C,23-11-2019,,Running Contract
5420,2247,970224,72504,24,3021,C,24-02-2021,,Running Contract
6303,6400,960212,72408,24,3017,B,12-02-2020,,Loan Not Paid
6599,7859,961119,72120,12,6010,A,19-11-2020,,Contract Finished
6824,9052,970226,71976,24,2999,D,26-02-2021,,Client in debt
5669,3403,980627,71820,36,1995,C,27-06-2022,,Running Contract
6624,7965,940930,71460,12,5955,A,30-09-2018,,Contract Finished
5385,2143,960909,71460,36,1985,C,09-09-2020,,Running Contract
5212,1256,950529,71064,36,1974,A,29-05-2019,,Contract Finished
6817,9024,961004,70656,48,1472,C,04-10-2020,,Running Contract
5526,2725,981108,69624,36,1934,C,08-11-2022,,Running Contract
6857,9159,980608,69600,48,1450,C,08-06-2022,,Running Contract
7249,11065,940612,69360,48,1445,A,12-06-2018,,Contract Finished
7194,10762,960917,68832,36,1912,C,17-09-2020,,Running Contract
5681,3448,971020,68664,24,2861,C,20-10-2021,,Running Contract
5741,3754,961103,68544,24,2856,A,03-11-2020,,Contract Finished
5352,1993,950415,68400,12,5700,B,15-04-2019,,Loan Not Paid
6095,5358,970124,68340,60,1139,C,24-01-2021,,Running Contract
5638,3249,970827,68124,12,5677,A,27-08-2021,,Contract Finished
6598,7857,950118,68112,12,5676,A,18-01-2019,,Contract Finished
6753,8688,970320,67980,12,5665,A,20-03-2021,,Contract Finished
6249,6138,970730,67608,24,2817,C,30-07-2021,,Running Contract
5682,3455,970307,67464,12,5622,A,07-03-2021,,Contract Finished
7201,10807,970307,67464,12,5622,A,07-03-2021,,Contract Finished
7286,11271,970131,67320,36,1870,C,31-01-2021,,Running Contract
5039,314,970503,66840,24,2785,C,03-05-2021,,Running Contract
5931,4618,970317,66696,24,2779,D,17-03-2021,,Client in debt
5930,4616,980112,66696,24,2779,C,12-01-2022,,Running Contract
5892,4462,960514,66480,24,2770,B,14-05-2020,,Loan Not Paid
5531,2753,970930,66432,24,2768,C,30-09-2021,,Running Contract
6202,5891,940418,65184,12,5432,A,18-04-2018,,Contract Finished
6357,6706,980712,64860,60,1081,C,12-07-2022,,Running Contract
5923,4585,961010,64656,48,1347,C,10-10-2020,,Running Contract
5287,1638,980126,64224,24,2676,C,26-01-2022,,Running Contract
6437,7052,971109,63972,36,1777,D,09-11-2021,,Client in debt
5782,3953,980104,63576,12,5298,C,04-01-2022,,Running Contract
6474,7190,950606,63360,60,1056,C,06-06-2019,,Running Contract
6512,7454,940526,63312,48,1319,A,26-05-2018,,Contract Finished
5750,3804,960208,63252,12,5271,A,08-02-2020,,Contract Finished
6027,5066,960210,61656,24,2569,B,10-02-2020,,Loan Not Paid
5388,2153,961128,61560,12,5130,A,28-11-2020,,Contract Finished
5909,4550,980103,61320,60,1022,C,03-01-2022,,Running Contract
6223,5991,941103,61056,48,1272,A,03-11-2018,,Contract Finished
6342,6609,951112,60156,36,1671,B,12-11-2019,,Loan Not Paid
7138,10440,950703,60000,60,1000,C,03-07-2019,,Running Contract
6253,6148,941104,59760,24,2490,A,04-11-2018,,Contract Finished
6959,9633,970630,59448,24,2477,D,30-06-2021,,Client in debt
6956,9631,971109,59448,24,2477,C,09-11-2021,,Running Contract
5977,4803,970225,59136,48,1232,C,25-02-2021,,Running Contract
6054,5180,980716,58764,12,4897,C,16-07-2022,,Running Contract
5338,1888,970830,57360,12,4780,B,30-08-2021,,Loan Not Paid
7219,10905,970823,57120,48,1190,C,23-08-2021,,Running Contract
6044,5133,980127,57060,12,4755,C,27-01-2022,,Running Contract
6659,8092,960220,56100,60,935,C,20-02-2020,,Running Contract
5346,1928,981206,55632,24,2318,C,06-12-2022,,Running Contract
6509,7445,940315,55368,24,2307,A,15-03-2018,,Contract Finished
7136,10436,960928,54396,36,1511,C,28-09-2020,,Running Contract
7305,11359,960806,54024,12,4502,A,06-08-2020,,Contract Finished
5398,2187,971104,53472,12,4456,A,04-11-2021,,Contract Finished
6037,5118,970504,53232,48,1109,C,04-05-2021,,Running Contract
5134,825,970202,53076,12,4423,A,02-02-2021,,Contract Finished
7284,11265,930915,52788,12,4399,A,15-09-2017,,Contract Finished
5221,1284,981205,52512,12,4376,C,05-12-2022,,Running Contract
6855,9153,980301,52236,36,1451,C,01-03-2022,,Running Contract
6903,9337,940604,52128,24,2172,A,04-06-2018,,Contract Finished
6577,7753,940311,51696,24,2154,A,11-03-2018,,Contract Finished
5861,4337,941208,51408,24,2142,A,08-12-2018,,Contract Finished
5856,4320,970809,51360,12,4280,B,09-08-2021,,Loan Not Paid
5172,1083,980416,50976,36,1416,C,16-04-2022,,Running Contract
5549,2824,940716,50460,60,841,C,16-07-2018,,Running Contract
6819,9031,970503,50112,24,2088,C,03-05-2021,,Running Contract
6470,7181,980517,49872,12,4156,C,17-05-2022,,Running Contract
6464,7156,980416,49488,24,2062,C,16-04-2022,,Running Contract
5452,2352,960429,49440,60,824,C,29-04-2020,,Running Contract
6650,8073,940217,49320,12,4110,B,17-02-2018,,Loan Not Paid
6399,6902,971221,49320,36,1370,C,21-12-2021,,Running Contract
6495,7274,980312,49044,12,4087,C,12-03-2022,,Running Contract
5586,2994,960914,48744,36,1354,C,14-09-2020,,Running Contract
6460,7133,941106,48672,36,1352,A,06-11-2018,,Contract Finished
5131,816,950108,48624,24,2026,A,08-01-2019,,Contract Finished
5446,2334,970804,48312,24,2013,C,04-08-2021,,Running Contract
7242,11027,971023,48096,24,2004,C,23-10-2021,,Running Contract
6745,8625,950410,47304,24,1971,A,10-04-2019,,Contract Finished
6456,7123,931209,47016,12,3918,A,09-12-2017,,Contract Finished
5445,2322,960629,46320,24,1930,A,29-06-2020,,Contract Finished
6944,9548,961115,46176,48,962,C,15-11-2020,,Running Contract
7198,10788,940823,45768,12,3814,A,23-08-2018,,Contract Finished
7199,10789,971209,45768,12,3814,A,09-12-2021,,Contract Finished
7172,10652,980507,45720,12,3810,C,07-05-2022,,Running Contract
6569,7721,980528,45456,12,3788,C,28-05-2022,,Running Contract
5237,1375,950829,45336,24,1889,A,29-08-2019,,Contract Finished
6805,8972,961221,45024,48,938,C,21-12-2020,,Running Contract
5343,1906,971008,44952,24,1873,C,08-10-2021,,Running Contract
7264,11141,971007,44940,12,3745,A,07-10-2021,,Contract Finished
5368,2073,981005,44640,24,1860,C,05-10-2022,,Running Contract
6923,9433,981005,44640,24,1860,C,05-10-2022,,Running Contract
6137,5574,960410,44628,12,3719,A,10-04-2020,,Contract Finished
6144,5593,960809,44376,12,3698,A,09-08-2020,,Contract Finished
7087,10215,970220,44304,24,1846,C,20-02-2021,,Running Contract
5693,3489,950801,44088,24,1837,A,01-08-2019,,Contract Finished
5313,1776,980527,43200,24,1800,C,27-05-2022,,Running Contract
6315,6472,950206,43164,12,3597,A,06-02-2019,,Contract Finished
6621,7957,970614,42900,12,3575,A,14-06-2021,,Contract Finished
6727,8505,971210,42840,12,3570,A,10-12-2021,,Contract Finished
5046,349,980909,42816,12,3568,C,09-09-2022,,Running Contract
6553,7636,980126,42384,12,3532,C,26-01-2022,,Running Contract
5841,4268,981104,41988,12,3499,C,04-11-2022,,Running Contract
6535,7546,951102,41952,12,3496,A,02-11-2019,,Contract Finished
6895,9307,940919,41904,12,3492,A,19-09-2018,,Contract Finished
5808,4099,970731,41856,48,872,C,31-07-2021,,Running Contract
5582,2982,980417,41256,12,3438,C,17-04-2022,,Running Contract
5665,3390,980311,40632,12,3386,C,11-03-2022,,Running Contract
6888,9265,940711,39576,12,3298,A,11-07-2018,,Contract Finished
6887,9263,970508,39576,12,3298,A,08-05-2021,,Contract Finished
7294,11327,980927,39168,24,1632,C,27-09-2022,,Running Contract
5634,3229,970501,39024,12,3252,A,01-05-2021,,Contract Finished
5358,2018,970121,38520,12,3210,A,21-01-2021,,Contract Finished
6321,6505,981008,38496,12,3208,C,08-10-2022,,Running Contract
6820,9034,931216,38148,12,3179,A,16-12-2017,,Contract Finished
5332,1869,980129,37944,36,1054,C,29-01-2022,,Running Contract
6362,6738,951031,37908,12,3159,A,31-10-2019,,Contract Finished
7096,10257,980902,37812,12,3151,C,02-09-2022,,Running Contract
6306,6425,941220,36684,12,3057,A,20-12-2018,,Contract Finished
6929,9472,950508,36396,12,3033,A,08-05-2019,,Contract Finished
6682,8225,980330,36204,12,3017,D,30-03-2022,,Client in debt
7008,9897,950922,36168,12,3014,A,22-09-2019,,Contract Finished
5207,1244,970228,35904,48,748,C,28-02-2021,,Running Contract
6643,8038,980118,35856,24,1494,C,18-01-2022,,Running Contract
6310,6440,970617,34572,12,2881,A,17-06-2021,,Contract Finished
6764,8776,950826,33984,48,708,C,26-08-2019,,Running Contract
5932,4626,970618,33348,12,2779,A,18-06-2021,,Contract Finished
6758,8742,970729,33144,12,2762,A,29-07-2021,,Contract Finished
6130,5541,960718,32640,48,680,C,18-07-2020,,Running Contract
6546,7607,950327,31728,24,1322,A,27-03-2019,,Contract Finished
6970,9677,970617,31620,60,527,C,17-06-2021,,Running Contract
7110,10345,980121,31260,12,2605,C,21-01-2022,,Running Contract
5576,2962,941221,31248,12,2604,A,21-12-2018,,Contract Finished
6185,5774,951128,31176,24,1299,A,28-11-2019,,Contract Finished
7200,10799,980711,31140,60,519,C,11-07-2022,,Running Contract
6501,7418,960429,30276,12,2523,B,29-04-2020,,Loan Not Paid
4961,19,960429,30276,12,2523,B,29-04-2020,,Loan Not Paid
6502,7424,971208,30276,12,2523,A,08-12-2021,,Contract Finished
4962,25,971208,30276,12,2523,A,08-12-2021,,Contract Finished
5311,1766,960615,30060,60,501,C,15-06-2020,,Running Contract
5620,3161,980616,30012,12,2501,C,16-06-2022,,Running Contract
6676,8159,950613,29784,24,1241,A,13-06-2019,,Contract Finished
6865,9199,960911,29448,12,2454,B,11-09-2020,,Loan Not Paid
6227,6030,950304,28248,24,1177,A,04-03-2019,,Contract Finished
6578,7765,951211,27984,12,2332,A,11-12-2019,,Contract Finished
5005,176,970410,27456,12,2288,A,10-04-2021,,Contract Finished
6242,6097,971022,26208,36,728,C,22-10-2021,,Running Contract
6407,6930,940526,25944,24,1081,A,26-05-2018,,Contract Finished
5584,2986,971206,24792,24,1033,C,06-12-2021,,Running Contract
5479,2486,940110,24516,12,2043,A,10-01-2018,,Contract Finished
5130,813,940511,24312,12,2026,A,11-05-2018,,Contract Finished
7187,10711,971224,24180,60,403,C,24-12-2021,,Running Contract
5723,3674,940910,23628,12,1969,A,10-09-2018,,Contract Finished
5229,1329,970906,23520,12,1960,A,06-09-2021,,Contract Finished
7139,10445,980122,23412,12,1951,C,22-01-2022,,Running Contract
5384,2142,980307,23328,12,1944,C,07-03-2022,,Running Contract
6878,9242,970124,23184,12,1932,A,24-01-2021,,Contract Finished
5754,3834,940928,23052,12,1921,A,28-09-2018,,Contract Finished
6354,6688,961023,22968,36,638,C,23-10-2020,,Running Contract
5382,2134,970317,22932,36,637,C,17-03-2021,,Running Contract
6052,5164,980323,22356,36,621,C,23-03-2022,,Running Contract
5147,938,980521,22260,60,371,C,21-05-2022,,Running Contract
7072,10148,980127,22104,12,1842,C,27-01-2022,,Running Contract
7121,10364,931110,21924,36,609,A,10-11-2017,,Contract Finished
6600,7861,951008,21852,36,607,A,08-10-2019,,Contract Finished
5980,4825,950818,21396,12,1783,A,18-08-2019,,Contract Finished
6721,8475,940121,21072,24,878,A,21-01-2018,,Contract Finished
6591,7819,950202,20832,48,434,C,02-02-2019,,Running Contract
6043,5126,960111,20352,48,424,C,11-01-2020,,Running Contract
5922,4580,950805,20220,12,1685,A,05-08-2019,,Contract Finished
5429,2268,960718,20196,36,561,C,18-07-2020,,Running Contract
5651,3329,971208,19248,12,1604,A,08-12-2021,,Contract Finished
7034,10001,960711,19044,36,529,C,11-07-2020,,Running Contract
7230,10954,970402,18720,60,312,C,02-04-2021,,Running Contract
5740,3752,950402,18564,12,1547,A,02-04-2019,,Contract Finished
6942,9513,970716,18324,12,1527,A,16-07-2021,,Contract Finished
5463,2413,981006,17952,12,1496,C,06-10-2022,,Running Contract
6297,6363,941025,17508,12,1459,A,25-10-2018,,Contract Finished
6377,6792,970317,17184,12,1432,A,17-03-2021,,Contract Finished
6852,9140,981110,16032,48,334,C,10-11-2022,,Running Contract
5599,3064,950321,15420,12,1285,A,21-03-2019,,Contract Finished
5897,4476,960925,15192,24,633,A,25-09-2020,,Contract Finished
6064,5215,940804,14628,12,1219,A,04-08-2018,,Contract Finished
5718,3637,970901,14028,12,1169,A,01-09-2021,,Contract Finished
6539,7559,980711,12792,12,1066,C,11-07-2022,,Running Contract
5103,666,971128,12540,12,1045,A,28-11-2021,,Contract Finished
6229,6040,941002,11736,24,489,A,02-10-2018,,Contract Finished
6019,5033,960725,11400,12,950,A,25-07-2020,,Contract Finished
6312,6453,980517,10944,36,304,C,17-05-2022,,Running Contract
6688,8268,970926,8616,24,359,C,26-09-2021,,Running Contract
6699,8330,940330,7656,24,319,A,30-03-2018,,Contract Finished
6234,6061,980528,5148,12,429,C,28-05-2022,,Running Contract
5657,3354,940705,4980,12,415,A,05-07-2018,,Contract Finished
